team_name,project_name,source_code_url,video_url,homepage_url,created_at,updated_at,identifier,member_count,data_sets,challenge_names
Team Noname?,GovTrust,https://github.com/eqixcx/GovTrust,https://youtu.be/zMti1X_3yhU,https://coop.ga/GovTrust/,2021-08-22 16:58:42 +1000,2021-08-22 16:58:42 +1000,govtrust,1,"[""https://data.sa.gov.au/data/dataset/covid-safe-checkins""]",[]
👾 Slackers 👾,Faurna,"",https://www.youtube.com/watch?v=19F-JVWnVPk&feature=youtu.be,"",2021-08-22 16:59:26 +1000,2021-08-22 16:59:26 +1000,faurna,7,[],"[""The digital future of agriculture""]"
Best Adelaide Team 100%,InteractiveSydney,https://github.com/notsochrissss/interactiveadelaide,https://www.youtube.com/watch?v=RJjNEpW5ICQ,"",2021-08-22 16:56:34 +1000,2021-08-22 16:56:34 +1000,interactivesydney,2,"[""https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address""]","[""ACTIVATED Public Spaces""]"
👾 Slackers 👾,P2J,https://www.figma.com/proto/zEUZKh5M0DueyivKTkfAKG/People-2-Job?node-id=101%3A315&scaling=scale-down&page-id=0%3A1&starting-point-node-id=1%3A3&show-proto-sidebar=1,https://youtu.be/pohkcRaNyVE,https://www.figma.com/proto/zEUZKh5M0DueyivKTkfAKG/People-2-Job?node-id=101%3A315&scaling=scale-down&page-id=0%3A1&starting-point-node-id=1%3A3&show-proto-sidebar=1,2021-08-22 16:56:28 +1000,2021-08-22 16:56:28 +1000,p2j,7,[],"[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Meeting the needs of vulnerable Australians during a global pandemic"", ""Our financial future"", ""Youth education and employment"", ""Living in a post-pandemic world""]"
ElectronicallyE,TwoFold - Predictive and Detective Disease Management System,https://drive.google.com/drive/folders/17mctMU27Yb1y2dxsZYRywwf5j2bOk2WB?usp=sharing,https://youtu.be/FM1DpRvZmxE,"",2021-08-22 16:27:35 +1000,2021-08-22 16:27:35 +1000,twofold_predictive_and_detective_disease_management_system,1,"[""https://pir.sa.gov.au/primary_industry/crops_and_pastures/crop_and_pasture_reports"", ""https://agriculture.vic.gov.au/biosecurity/plant-diseases"", ""https://data.sa.gov.au/data/dataset/recent-air-quality"", ""http://www.bom.gov.au/climate/data/""]","[""IoT insights for better regional agribusiness at scale"", ""The digital future of agriculture""]"
Team SMRT,Project SMRT,https://github.com/dronovroman/gh2021,https://youtu.be/tbtksNRpHHA,https://agreeable-tree-017834410.azurestaticapps.net/,2021-08-22 16:57:40 +1000,2021-08-22 16:57:40 +1000,project_smrt,4,"[""https://www.parliament.wa.gov.au/hansard/hansard.nsf/screenDailyTranscriptsLC"", ""https://www.aph.gov.au/watch_read_listen#t1-content-panel"", ""https://api.data.abs.gov.au/data/ABS,ABS_IT_BARRIER/"", ""https://api.data.abs.gov.au/data/ABS,COVID_SALTS/""]","[""Reimagining Digital Government Services"", ""How would you improve online services in WA?"", ""Most outstanding benefit to the residents of Fremantle"", ""Create a solution to a customer need using the ABS Data API""]"
Shaggy Breeches,Mugless,https://github.com/MELadbrook/fremantle_lights,https://youtu.be/xgynWXGS5kE,"",2021-08-22 14:54:54 +1000,2021-08-22 14:54:54 +1000,mugless,4,"[""https://mrgis.mainroads.wa.gov.au/arcgis/services/OpenData/RoadAssets_DataPortal/MapServer/WFSServer?request=GetCapabilities&service=WFS"", ""https://services.slip.wa.gov.au/arcgis/services/DPLH_Public_Secure_Services/DPLH_Public_Secure_Services_FS/MapServer/WFSServer"", ""https://services.slip.wa.gov.au/public/services/SLIP_Public_Services/Transport_WFS/MapServer/WFSServer"", ""https://services.slip.wa.gov.au/arcgis/services/WP_Public_Secure_Services/WP_Public_Secure_Services_WFS/MapServer/WFSServer"", ""https://services.slip.wa.gov.au/public/services/SLIP_Public_Services/Boundaries_WFS/MapServer/WFSServer""]","[""Most outstanding benefit to the residents of Fremantle""]"
The Vikings,Water Warriors,https://github.com/seer-data/govhack2021,https://www.youtube.com/watch?v=JK3xlcFUm5M,https://seer-data.github.io/govhack2021,2021-08-23 20:01:09 +1000,2021-08-23 20:01:09 +1000,water_warriors,10,"[""https://www.abs.gov.au/statistics/people/population/national-state-and-territory-population/latest-release"", ""https://www.waternsw.com.au/supply/Greater-Sydney/greater-sydneys-dam-levels"", ""https://www.melbournewater.com.au/water-data-and-education/water-storage-levels#/"", ""https://discover.data.vic.gov.au/dataset/water-supply-daily-volume-observed-for-storage-dams-operated-by-melbourne-water"", ""https://discover.data.vic.gov.au/dataset/vicmap-hydro-1-25-000""]","[""Create a solution to a customer need using the ABS Data API"", ""Water information without borders"", ""Managing Our Water Resources""]"
Hello Post-Pandemic World,Hotspots Near Me,https://github.com/Selm123/GovHack-HotspotNearMe,https://drive.google.com/file/d/1fi8XNqiBiDGK0pHiGJCIScKedifSe0HM/view?usp=sharing,https://www.figma.com/proto/1xrXFwuJ6Xc6VmIZsaWbiZ/Hotspots-Near-Me?page-id=0%3A1&node-id=25%3A208&viewport=241%2C48%2C1&scaling=scale-down&starting-point-node-id=25%3A208,2021-08-23 19:43:43 +1000,2021-08-23 19:43:43 +1000,hotspots_near_me,2,"[""https://crisper-graphc.hub.arcgis.com/pages/dashboards""]","[""Living in a post-pandemic world""]"
Team 1389,Project 1389,https://drive.google.com/drive/folders/1WMXNzyQgk5NrsLM1TwcxV5qz4kSwGRTQ?usp=sharing,https://www.youtube.com/watch?v=TQhMmb0-Xus,https://github.com/techie-ray/exploroo,2021-08-23 19:41:21 +1000,2021-08-23 19:41:21 +1000,project_1389,9,"[""https://developers.google.com/maps"", ""https://data.gov.au/data/organization/nbra"", ""https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/"", ""https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf""]","[""ACTIVATED Public Spaces""]"
SwitchCase Project 1,Project Open Spaces,https://bitbucket.org/switchcaseau/spaces/src/master/,https://biteable.com/watch/3188352/30212f272a478abbedf92aa1443a7cc7,http://18.139.156.9/spaces/,2021-08-23 19:34:33 +1000,2021-08-23 19:34:34 +1000,project_open_spaces,4,"[""https://portal.spatial.nsw.gov.au/portal/home/item.html?id=3e1edb6861524b5490c74db81e42433a"", ""https://data.gov.au/dataset/ds-dga-553b3049-2b8b-46a2-95e6-640d7986a8c1/details"", ""https://treasury.gov.au/coronavirus/jobkeeper/data"", ""https://www.health.nsw.gov.au/Infectious/covid-19/Pages/stats-local.aspx"", ""https://www.liquorandgaming.nsw.gov.au/resources/liquor-licence-data"", ""http://www.healthstats.nsw.gov.au/Indicatorgroup/TopicIndicatorGroups"", ""https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/"", ""https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_lgaexceltables.aspx""]","[""Reimagining Digital Government Services"", ""ACTIVATED Public Spaces"", ""MORE Public Spaces "", ""BETTER Public Spaces"", ""ROAD TO RECOVERY Public Spaces""]"
SwitchCase Project 2,Project Upskill,https://bitbucket.org/switchcaseau/upskill/src/master/,https://biteable.com/watch/3188347/39ce3a7e8d75e344b2d4ccaa4cac14d3,http://18.139.156.9/upskill/,2021-08-22 16:59:55 +1000,2021-08-22 16:59:55 +1000,project_upskill,4,"[""https://lmip.gov.au/default.aspx?LMIP/EmploymentProjections"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification"", ""http://anzsco.ozhome.info/anzsco-weekly-earnigs?title="", ""https://www.abs.gov.au/statistics/labour/earnings-and-work-hours/average-weekly-earnings-australia/latest-release#:~:text=Media%20releases-,Key%20statistics,%2C%20and%20%241%2C490.70%20(private).""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Create a solution to a customer need using the ABS Data API"", ""Youth education and employment"", ""Our financial future"", ""Jobs and Growth for Moreton Bay (QLD)""]"
Kaha,Wandertrust,https://linktr.ee/govhack2021kaha,https://youtu.be/d__B9l9jGs4,https://wandertrust.herokuapp.com/,2021-08-22 16:59:51 +1000,2021-08-22 16:59:51 +1000,wandertrust,7,"[""https://opendata.transport.nsw.gov.au/dataset/car-park-api"", ""http://www.pedestrian.melbourne.vic.gov.au/?_ga=2.13369650.400719078.1629454717-1040183954.1629454717#date=20-08-2021&sensor=UM1_T&time=23"", ""https://developer.twitter.com/en/docs/twitter-api"", ""https://developers.strava.com/"", ""https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address"", ""https://pp.planningportal.nsw.gov.au/government-property-index-list"", ""https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf"", ""https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0007/347740/Draft-NSW-Public-Spaces-Charter.pdf"", ""https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0007/357505/final-evaluation-tool-digital-english-march-2021.pdf"", ""https://data.nsw.gov.au/data/dataset/nsw-points-of-interest-poi"", ""https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/"", ""http://www.healthstats.nsw.gov.au/Indicatorgroup/indicatorViewList?code=beh_phys+physstud&topic=topic_phys&name=Physical%20activityTopic"", ""https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_crime_stats.aspx"", ""https://www.abs.gov.au/ausstats/abs@.nsf/mf/2074.0"", ""https://data.gov.au/data/organization/nbra"", ""https://www.planningportal.nsw.gov.au/opendata/""]","[""ACTIVATED Public Spaces"", ""BETTER Public Spaces"", ""Hack for a Circular Economy"", ""ROAD TO RECOVERY Public Spaces"", ""MORE Public Spaces ""]"
Pearl,Return and Earn App,https://drive.google.com/drive/folders/1WkjfCoRCn2p3VPAjubU_lMbJ4xF7Gxyq?usp=sharing,https://youtu.be/A23QA_zaxJY,"",2021-08-22 16:59:37 +1000,2021-08-22 16:59:37 +1000,return_and_earn_app,2,"[""https://www.data.qld.gov.au/dataset/soe2017-main-material-types-littered/resource/2017-indicator-3-3-4-3-1"", ""https://www.data.gov.au/dataset/ds-sa-94b7d95b-b722-4b52-8127-97580037be3f/details?q=Recycling"", ""https://www.epa.nsw.gov.au/your-environment/waste/local-council-operations/local-council-waste-and-resource-recovery"", ""https://www.environment.gov.au/system/files/pages/5a160ae2-d3a9-480e-9344-4eac42ef9001/files/national-waste-report-2020.pdf""]","[""Hack for a Circular Economy""]"
JesseWeHaveToCode,El Camino - Explore Occupations without Preconceived Notions!,https://github.com/elwyos/elcamino,https://youtu.be/zG1KaEbFiwU,http://verifour.com,2021-08-22 16:58:42 +1000,2021-08-22 16:58:42 +1000,el_camino_explore_occupations_without_preconceived_notions,3,"[""https://joboutlook.gov.au/"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification#home""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Youth education and employment"", ""Jobs and Growth for Moreton Bay (QLD)"", ""Emerging population trends and post-pandemic planning""]"
Avo Smashers,Avocados VS Homes,https://github.com/chroosh/govhack2021,https://youtu.be/Cp5-m7NU-A0,https://avocadohomes.netlify.app/,2021-08-22 16:57:20 +1000,2021-08-22 16:57:20 +1000,avocados_vs_homes,5,"[""https://valuation.property.nsw.gov.au/embed/propertySalesInformation"", ""https://www.abs.gov.au/AUSSTATS/abs@.nsf/Lookup/1410.0Main+Features12013-18?OpenDocument"", ""https://www.abs.gov.au/statistics/economy/price-indexes-and-inflation/residential-property-price-indexes-eight-capital-cities/latest-release"", ""https://www.abs.gov.au/statistics/economy/finance/household-expenditure-survey-australia-summary-results/latest-release""]","[""Our financial future"", ""Create a solution to a customer need using the ABS Data API""]"
ET,No Cars Share Rides,"",https://www.youtube.com/watch?v=Vm_ho7MHfVI,"",2021-08-22 16:57:03 +1000,2021-08-22 16:57:03 +1000,no_cars_share_rides,1,[],"[""Sustainable Moreton Bay (QLD)"", ""Deadly choices for Moreton Bay (QLD)"", ""Jobs and Growth for Moreton Bay (QLD)""]"
Optimo GovHack,Project 1560,https://github.com/optimo-gh/Optimo-NSC-Challenge,https://youtu.be/d-or-y0UOwI,https://skills-classification-mockup.netlify.app/,2021-08-22 16:56:29 +1000,2021-08-22 16:56:29 +1000,project_1560,5,"[""https://data.cese.nsw.gov.au/data/dataset/nsw-government-school-enrolments-by-head-count"", ""https://data.cese.nsw.gov.au/data/dataset/nsw-public-schools-master-dataset"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification"", ""https://www.abs.gov.au/statistics/people/population/regional-internal-migration-estimates-provisional/mar-2021"", ""https://www.abs.gov.au/statistics/people/population/migration-australia/2019-20"", ""https://population.gov.au/docs/why_do_people_move_a_quick_guide.pdf"", ""https://data.cese.nsw.gov.au/data/dataset/?groups=schools"", ""https://www.fairtrading.nsw.gov.au/about-fair-trading/data-and-statistics/rental-bond-data"", ""https://www.acecqa.gov.au/nqf/snapshots"", ""https://data.gov.au/dataset/ds-dga-ce4c58ec-c930-4a05-8a37-f244d960e5f8/details?q="", ""https://data.gov.au/dataset/ds-dga-5fa69f19-ec44-4c46-88eb-0f6fd5c2f43b/details?q=""]","[""Youth education and employment"", ""Emerging population trends and post-pandemic planning"", ""Exploring the National Skills Commission’s Australian Skills Classification""]"
ET,Rydo,"",https://www.youtube.com/watch?v=Vm_ho7MHfVI,"",2021-08-22 16:52:17 +1000,2021-08-22 16:52:17 +1000,rydo,2,[],"[""Getting parking right: matching car parking rates to accessibility"", ""Transport - Transitioning to COVID-Normal"", ""Emerging population trends and post-pandemic planning"", ""Youth education and employment"", ""ACTIVATED Public Spaces""]"
Team Juno,Project 1420,https://github.com/vikram-rajan/govhack2021,https://github.com/vikram-rajan/govhack2021/tree/main/video_explanations,https://github.com/vikram-rajan/govhack2021,2021-08-22 16:51:29 +1000,2021-08-22 16:51:29 +1000,project_1420,4,[],"[""Emerging population trends and post-pandemic planning""]"
Team 1Six1Six,Digital Regenerative Farming,https://drive.google.com/drive/folders/1KFvNoVW0MRli6AHfVZNQPAHZL5RtcGXE?usp=sharing,https://www.youtube.com/watch?v=HpvbXILy4qU,"",2021-08-22 16:48:47 +1000,2021-08-22 16:48:48 +1000,digital_regenerative_farming,5,"[""https://smap.landcareresearch.co.nz/?fbclid=IwAR1gORM99NiX0IdaE_YHW9cZZGteh5bhuCU0kBkpm2H9ZNN2FpLoH6yswBw"", ""http://www.asris.csiro.au/mapping/viewer.htm"", ""https://data.gov.au/dataset/ds-nsw-fef5e319-ef87-4651-a3fd-40e656e87bce/details?q=&fbclid=IwAR3TV_SBNmhedtMoqn5ngp3eZiPjQGTB1yI_9dzqGuRcRqtsfx2QfDBEOnY"", ""http://www.fao.org/soils-portal/data-hub/soil-maps-and-databases/global-soil-organic-carbon-map-gsocmap/en/""]","[""The digital future of agriculture"", ""Hack for a Circular Economy"", ""IoT insights for better regional agribusiness at scale""]"
The Blue Dot,Out and About,https://github.com/ClaireDaniel/GovHack2021,https://youtu.be/L-XyRiWSdLg,"",2021-08-22 16:48:39 +1000,2021-08-22 16:48:39 +1000,out_and_about,2,"[""https://www.openstreetmap.org/export#map=4/-28.15/133.28"", ""https://www.planningportal.nsw.gov.au/opendata/dataset/existing-green-assets"", ""https://data.nsw.gov.au/data/dataset/nsw-foundation-spatial-data-framework-elevation-and-depth-digital-elevation-model"", ""https://api.gov.au/service/715cdfd0-4742-402e-8729-086a7fd42a51"", ""https://data.nsw.gov.au/search/dataset/ds-nsw-ckan-59dbfdb9-fe21-4d6d-a0b0-5dc1f6a92b00/details?q=Heritage"", ""https://data.nsw.gov.au/data/dataset/nsw-points-of-interest-poi""]","[""Create a solution to a customer need using the ABS Data API"", ""ROAD TO RECOVERY Public Spaces"", ""ACTIVATED Public Spaces""]"
Team In2Teq,Standards-based Job Design - Matching Industry Needs with Workforce Skills,https://drive.google.com/drive/folders/1YVfDuIoWUFsWNvKxaVpv1__pectXZYMl?usp=sharing,https://youtu.be/5XAmKiJsTUI,https://www.in2teq.com,2021-08-22 16:45:47 +1000,2021-08-22 16:45:47 +1000,standards_based_job_design_matching_industry_needs_with_workforce_skills,2,"[""https://data.gov.au/dataset/ds-sa-aaa916c6-78fd-4a25-8571-e1069201e3cc/details?q=Population"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification"", ""https://data.gov.au/data/dataset/589128e9-1fe1-4f30-a9a7-0d6f6ccd12ce"", ""https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_crime_stats.aspx"", ""https://auspost.com.au/business/marketing-and-communications/access-data-and-insights/movers-statistics"", ""https://api.gov.au/service/715cdfd0-4742-402e-8729-086a7fd42a51""]","[""Reimagining Digital Government Services"", ""Youth education and employment"", ""Exploring the National Skills Commission’s Australian Skills Classification"", ""Create a solution to a customer need using the ABS Data API"", ""Jobs and Growth for Moreton Bay (QLD)""]"
Data Legends,Parking Accessibility Evaluation Tool,https://github.com/SwatiDK/GovHack2021,https://www.youtube.com/watch?v=9jW1GogNOY0,http://govhack-data-beta.s3-website-ap-southeast-2.amazonaws.com/locations,2021-08-22 16:45:45 +1000,2021-08-22 16:45:45 +1000,parking_accessibility_evaluation_tool,8,"[""https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Main%20Features12016"", ""https://opendata.transport.nsw.gov.au/dataset/public-transport-location-facilities-and-operators"", ""https://www.abs.gov.au/statistics/people/population/regional-population-age-and-sex/2019"", ""https://opendata.transport.nsw.gov.au/dataset/commuter-carparks"", ""https://data.nsw.gov.au/data/dataset/household-travel-survey/resource/e7dbc84b-54a8-4249-8fdd-5a5247308fb9"", ""https://data.cityofsydney.nsw.gov.au/datasets/cityofsydney::car-share-bay-operator/explore?location=-33.889498%2C151.203000%2C13.29&showTable=true""]","[""Getting parking right: matching car parking rates to accessibility""]"
Team In2Teq,A Proposed Accessibility Score to Aid Public Spaces and Infrastructure Planning,https://drive.google.com/drive/folders/1FU_tUIzpytovdqpR_d_CUhMaJ2A9wRq3?usp=sharing,https://youtu.be/kAVe63QkZBo,https://www.in2teq.com,2021-08-22 16:44:58 +1000,2021-08-22 16:44:58 +1000,a_proposed_accessibility_score_to_aid_public_spaces_and_infrastructure_planning,2,"[""https://covid19.apple.com/mobility"", ""https://www.google.com/covid19/mobility/"", ""https://www.planningportal.nsw.gov.au/opendata/dataset/nsw-urban-vegetation-cover-to-modified-mesh-block-2016"", ""https://www.bocsar.nsw.gov.au/Pages/bocsar_crime_stats/bocsar_crime_stats.aspx"", ""https://www.planningportal.nsw.gov.au/spatialviewer/#/find-a-property/address"", ""https://pp.planningportal.nsw.gov.au/government-property-index-list"", ""https://portal.spatial.nsw.gov.au/portal/home/item.html?id=66fabd8c23074ecc85883e0086419adc"", ""https://opendata.transport.nsw.gov.au/dataset/parking-and-council-data"", ""https://roads-waterways.transport.nsw.gov.au/cgi-bin/index.cgi?fuseaction=statstables.show&amp;cat=Licensing"", ""https://opendata.transport.nsw.gov.au/dataset/active-transport-data"", ""https://www.abs.gov.au/ausstats/abs@.nsf/mf/2074.0"", ""https://data.gov.au/dataset/ds-sa-aaa916c6-78fd-4a25-8571-e1069201e3cc/details?q=Population"", ""https://opendata.transport.nsw.gov.au/dataset/historical-gtfs-and-gtfs-realtime"", ""https://opendata.transport.nsw.gov.au/dataset/ptal-public-transport-accessibility-level""]","[""BETTER Public Spaces"", ""Getting parking right: matching car parking rates to accessibility"", ""ROAD TO RECOVERY Public Spaces"", ""MORE Public Spaces "", ""ACTIVATED Public Spaces""]"
Nila,Aussie Career Map,https://drive.google.com/drive/folders/1cF5oYwuzlAW2BUqaAMFDh76Z8d0PsyxG?usp=sharing,https://youtu.be/B9Y5jSXkHEI,https://github.com/dhanyasv/aussiecareermap,2021-08-22 16:39:02 +1000,2021-08-22 16:39:02 +1000,aussie_career_map,2,"[""https://lmip.gov.au/PortalFile.axd?FieldID=2790178&.xlsx"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/VacancyReport"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/VacancyReport"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification""]","[""Youth education and employment"", ""Deadly choices for Moreton Bay (QLD)"", ""Exploring the National Skills Commission’s Australian Skills Classification"", ""Jobs and Growth for Moreton Bay (QLD)""]"
Team Visionary,Project Future after major disaster,https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf,https://www.youtube.com/watch?v=pXZbU3gOx1g,https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf,2021-08-22 16:30:57 +1000,2021-08-22 16:30:57 +1000,project_future_after_major_disaster,1,[],"[""ROAD TO RECOVERY Public Spaces""]"
Sleep Optional,HELP your Future,https://bitbucket.org/Dharmit99/hackathon-app/src/master/,https://youtu.be/d1EK8iirGsE,https://hackathon-67cec.firebaseapp.com/login,2021-08-22 16:27:48 +1000,2021-08-22 16:27:48 +1000,help_your_future,6,"[""https://api.data.abs.gov.au/data/ABS,ABS_REGIONAL_LGA2020/INCOME_2+INCOME_21+HELP_2+LF_6+LF_3+ERP_P_20+ERP_23...?startPeriod=2016"", ""https://data.gov.au/dataset/ds-dga-ce4c58ec-c930-4a05-8a37-f244d960e5f8/details?q=""]","[""Create a solution to a customer need using the ABS Data API"", ""Reimagining Digital Government Services"", ""Our financial future""]"
Digital Hackers,Planning and Recommendation System,https://github.com/digitalhacker2021/Planning-and-recommendation-system,https://youtu.be/X_UO8YgQQJs,"",2021-08-22 15:51:43 +1000,2021-08-22 15:51:43 +1000,planning_and_recommendation_system,7,"[""https://covidlive.com.au/report/daily-vaccinations-people/aus"", ""https://www.coronavirus.vic.gov.au/victorian-coronavirus-covid-19-data"", ""https://data.nsw.gov.au/search/dataset/ds-nsw-ckan-97ea2424-abaf-4f3e-a9f2-b5c883f42b6a/distribution/dist-nsw-ckan-2776dbb8-f807-4fb2-b1ed-184a6fc2c8aa/details?q="", ""https://github.com/owid/covid-19-data/tree/master/public/data""]","[""ROAD TO RECOVERY Public Spaces""]"
#StaySafe,NSW COVID-19 MAP,"","","",2021-08-21 16:09:40 +1000,2021-08-21 16:09:40 +1000,nsw_covid_19_map,1,"[""https://hackerspace.govhack.org/data_sets/1197""]","[""ROAD TO RECOVERY Public Spaces"", ""Living in a post-pandemic world""]"
RagAa,ONEIROI | Dreams,https://drive.google.com/drive/folders/1qT2jak1szbsvqYLdOZDGfhdy2MlOTZcL?usp=sharing,https://youtu.be/RSm0IdzG-IQ,"",2021-08-23 20:00:05 +1000,2021-08-23 20:00:05 +1000,oneiroi_dreams,2,"[""https://www.nationalskillscommission.gov.au/sites/default/files/2021-07/Australian%20Skills%20Classification%2012-03-2021.xlsx""]","[""Exploring the National Skills Commission’s Australian Skills Classification""]"
TeamYFam,Where's Water? Where's Wally?,"","","",2021-08-22 16:59:27 +1000,2021-08-22 16:59:27 +1000,where_s_water_where_s_wally,2,"[""http://www.bom.gov.au/climate/averages/tables/cw_086071.shtml"", ""https://discover.data.vic.gov.au/dataset/catchment-management-authority-boundaries"", ""https://discover.data.vic.gov.au/dataset/melbourne-water-use-by-postcode""]","[""Managing Our Water Resources"", ""The cost of water""]"
Team 1617,Private Authantication using Zero Knowledge Proof,https://github.com/iggyiccy/govhack21-private-authentication,https://youtu.be/O4BFRctOgQ4,"",2021-08-22 16:58:15 +1000,2021-08-22 16:58:15 +1000,private_authantication_using_zero_knowledge_proof,1,[],"[""Safeguarding citizens privacy and ownership of their personal data""]"
Dizzie,Discoverie,https://github.com/octocade/govhack2021,https://youtu.be/HAjd6QAEIeY,https://github.com/octocade/govhack2021,2021-08-22 16:57:37 +1000,2021-08-22 16:57:37 +1000,discoverie,2,"[""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification#resources"", ""https://api.data.abs.gov.au/data/JV/all?startPeriod=2020"", ""https://novoresume.com/career-blog/career-paths-for-every-personality"", ""https://www.indeed.com/career-advice/finding-a-job/jobs-for-myers-briggs-personality-type"", ""https://careers.workopolis.com/advice/the-best-jobs-for-your-personality-type-using-the-myers-briggs-scale/"", ""https://www.glassdoor.com/blog/guide/myers-briggs-career/"", ""https://developers.google.com/youtube/v3/docs""]","[""Youth education and employment"", ""Exploring the National Skills Commission’s Australian Skills Classification"", ""Create a solution to a customer need using the ABS Data API""]"
TeamYF,Level Up,https://drive.google.com/drive/folders/1NmSE5t61RZRDuaGVoWx6HxIep2DrupyR?usp=sharing,https://youtu.be/ZqgfmBMx1rY,"",2021-08-22 16:57:22 +1000,2021-08-22 16:57:22 +1000,level_up,2,"[""https://data.melbourne.vic.gov.au/Business/Business-establishments-with-trading-name-and-indu/bs7n-5veh"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification"", ""https://www.abs.gov.au/statistics/people/housing/census-population-and-housing-estimating-homelessness/latest-release"", ""https://data.melbourne.vic.gov.au/People/Tertiary-Students-Profile-2019/inah-t6kx"", ""https://data.gov.au/dataset/ds-dga-ee4c83cb-4578-4d27-bab8-261205e42a30/details?q=job""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Reimagining Digital Government Services"", ""Youth education and employment"", ""Transport - Transitioning to COVID-Normal"", ""Safeguarding citizens privacy and ownership of their personal data""]"
Team Energetik,Energetik,https://github.com/tawanorg/dashboard-energy,https://www.youtube.com/watch?v=mxrTl7uIcPw&ab_channel=JewelJames,https://energetik-dashboard-govhackaus.netlify.app/,2021-08-22 16:57:20 +1000,2021-08-22 16:57:20 +1000,energetik,4,"[""http://reg.bom.gov.au/fwo/IDQ60901/IDQ60901.95591.json"", ""https://aemo.com.au/energy-systems/electricity/national-electricity-market-nem/data-nem/aggregated-data"", ""https://www.kaggle.com/nicholasjhana/energy-consumption-generation-prices-and-weather?select=energy_dataset.csv"", ""https://www.ausgrid.com.au/Industry/Our-Research/Data-to-share/Average-electricity-use""]","[""Hack for a Circular Economy"", ""Meeting the needs of vulnerable Australians during a global pandemic"", ""Sustainable Moreton Bay (QLD)""]"
Nothing To See Here,PII Access Notifications,https://docs.google.com/presentation/d/1ssNEyduSymHlYKR5g2nSmbOVL5hA7t21SukI_-UrZdU/edit?usp=sharing,https://youtu.be/a45fHTpcsAI,"",2021-08-22 16:53:02 +1000,2021-08-22 16:53:02 +1000,pii_access_notifications,1,"[""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1148&visit%5Bvisitable_type%5D=DataSet""]","[""Safeguarding citizens privacy and ownership of their personal data"", ""Building Citizen’s Trust in this Digital World""]"
Think Tank,Path Finder,https://drive.google.com/folderview?id=1l29jLaZnKDPeDFMoB2N28wg4ctIhzOet,https://www.youtube.com/watch?v=VMNVK_rig04,"",2021-08-22 16:41:51 +1000,2021-08-22 16:41:51 +1000,path_finder,10,"[""https://www.nationalskillscommission.gov.au/sites/default/files/2021-08/SPL%20Key%20Findings.pdf"", ""https://lmip.gov.au/"", ""https://www.dese.gov.au/higher-education-loan-program/resources/201819-help-report-data-extract"", "" https://lmip.gov.au/default.aspx?LMIP/GainInsights/VacancyReport"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/EmploymentProjections"", ""https://www.nationalskillscommission.gov.au/our-work/skills-priority-list""]","[""Youth education and employment"", ""Exploring the National Skills Commission’s Australian Skills Classification""]"
