team_name,project_name,source_code_url,video_url,homepage_url,created_at,updated_at,identifier,member_count,data_sets,challenge_names
Secure Identity,"Twenty-First Century Identity, Privacy and Data Management",https://github.com/L-M-V/21stCenturyIdentity,https://youtu.be/WMhLA6A7Y_I,https://github.com/L-M-V/21stCenturyIdentity,2021-08-22 16:20:20 +1000,2021-08-22 16:20:20 +1000,twenty_first_century_identity_privacy_and_data_management,1,"[""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification"", ""https://data.sa.gov.au/data/dataset/covid-safe-checkins"", ""https://discover.data.vic.gov.au/dataset/all-victorian-sars-cov-2-covid-19-current-exposure-sites""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Building Citizen’s Trust in this Digital World"", ""Safeguarding citizens privacy and ownership of their personal data"", ""Reimagining Digital Government Services""]"
Team Espion,Smart Farming as a Service (SFaaS),https://gitlab.com/Saharsh_Sinha/team-espion-sfaas,https://youtu.be/tB_h6LLSHhw,"",2021-08-22 16:04:23 +1000,2021-08-22 16:04:23 +1000,smart_farming_as_a_service_sfaas,10,"[""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1137&visit%5Bvisitable_type%5D=DataSet"", ""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1133&visit%5Bvisitable_type%5D=DataSet"", ""http://www.bom.gov.au/watl/index.shtml"", ""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1146&visit%5Bvisitable_type%5D=DataSet"", ""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1129&visit%5Bvisitable_type%5D=DataSet"", ""https://hackerspace.govhack.org/visits?visit%5Bvisitable_id%5D=1071&visit%5Bvisitable_type%5D=DataSet""]","[""The digital future of agriculture"", ""IoT insights for better regional agribusiness at scale""]"
Never_give_up,Helllo Future,https://drive.google.com/file/d/1rwwnhMr4LkJ6WmlgQLWn4oNkkiHNpdbh/view?usp=sharing,https://youtu.be/09lidK2MiiU,https://hellomyfuture.weebly.com/,2021-08-23 19:29:40 +1000,2021-08-23 19:29:40 +1000,helllo_future,4,"[""https://drive.google.com/drive/u/1/folders/15ckgY45qQHEJ4w_s3VfLvOkrvfRTo5yH""]","[""Youth education and employment"", ""Exploring the National Skills Commission’s Australian Skills Classification""]"
Charlotte's Web,Digi-Van,https://drive.google.com/drive/u/0/folders/1R7IRsS9kjKBt_DR-idc3N9qYsxHWXac3,https://youtu.be/xUbGFdVm28U,"",2021-08-22 16:58:23 +1000,2021-08-22 16:58:23 +1000,digi_van,4,"[""https://data.gov.au/dataset/ds-vic-16bf8cb0-a229-4b40-967c-86e07143b2d2/details?q=disability"", ""https://data.gov.au/dataset/ds-aurin-aurin%3Adatasource-NDIA-UoM_AURIN_DB_ndia_participants_sa2_2019/details?q=Number%20of%20NDIS%20Participants"", ""https://data.gov.au/dataset/ds-qld-93fe1735-07b8-4bc9-ae92-bdcad3706de7/details?q=disability"", ""https://data.gov.au/dataset/ds-aurin-aurin%3Adatasource-AU_Govt_ABS-UoM_AURIN_DB_3_abs_regional_population_age_sex_sa2_2019/details?q=Regional%20population%20by%20age%20and%20sex""]","[""Create a solution to a customer need using the ABS Data API"", ""Reimagining Digital Government Services"", ""Health and wellbeing of autistic people during a pandemic"", ""Meeting the needs of vulnerable Australians during a global pandemic""]"
Scotty,Janus | One-stop Career Service,https://drive.google.com/drive/folders/1M9l_EN1Df-91vuXrw8L5wu_NxV5iLuJe?usp=sharing,https://www.youtube.com/watch?v=-eJghnUlgEg,https://www.figma.com/proto/w1IKLwhG44zw5R1zSmIl2O/Project-Janus?page-id=0%3A1&node-id=40%3A226&viewport=271%2C48%2C0.11&scaling=min-zoom&starting-point-node-id=40%3A226,2021-08-22 16:53:16 +1000,2021-08-22 16:53:16 +1000,janus_one_stop_career_service,4,"["" https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia-detailed/jun-2021/6291012.xls"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/EmployersRecruitmentInsights"", ""https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release"", ""https://data.gov.au/data/dataset/30b389d2-0f8b-45da-87df-6cce2a5dff29"", ""https://www.dese.gov.au/higher-education-statistics/student-data"", ""https://www.udemy.com/developers/affiliate/"", ""https://www.mynextmove.org/help/data/"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/VacancyReport"", ""https://lmip.gov.au/default.aspx?LMIP/GainInsights/EmploymentProjections"", ""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Create a solution to a customer need using the ABS Data API"", ""Meeting the needs of vulnerable Australians during a global pandemic"", ""Youth education and employment"", ""Reimagining Digital Government Services""]"
Prophet,Real-Time Prediction model based on time series in the post-epidemic era,https://github.com/SilverLustre/Covid,https://www.youtube.com/watch?v=TMobjVA4pWg,"",2021-08-22 16:45:30 +1000,2021-08-22 16:45:30 +1000,real_time_prediction_model_based_on_time_series_in_the_post_epidemic_era,3,"[""https://github.com/OxCGRT/covid-policy-tracker"", ""https://crisper-graphc.hub.arcgis.com/pages/dashboards"", ""https://github.com/M3IT/COVID-19_Data""]","[""Living in a post-pandemic world""]"
Stract,Smart Water Meter,https://drive.google.com/drive/folders/1mH_HePrnSobuDSvE9gLX8Qoz0H_9FL4Q?usp=sharing,https://www.youtube.com/watch?v=wKBvgNfPgWU&ab_channel=STRACT,"",2021-08-22 16:15:21 +1000,2021-08-22 16:15:21 +1000,smart_water_meter,2,"[""https://www.abs.gov.au/statistics/industry/technology-and-innovation/internet-activity-australia/latest-release"", ""https://www.teampoly.com.au/2018/06/15/water-prices-in-australia/"", ""https://www.abs.gov.au/statistics/environment/environmental-management/water-account-australia/latest-release"", ""http://www.bom.gov.au/waterdata/"", ""http://www.bom.gov.au/water/dashboards/#/water-storages/summary/state""]","[""Water information without borders"", ""The cost of water"", ""Managing Our Water Resources"", ""Hack for a Circular Economy"", ""Our financial future""]"
Thingify,IoT Orange Box,https://github.com/BradNicolle/ThingifyOrangeBox,"","",2021-08-22 15:07:40 +1000,2021-08-22 15:07:40 +1000,iot_orange_box,1,"[""https://riverdata.mdba.gov.au/system-view"", ""https://www.abs.gov.au/statistics/industry/agriculture/gross-value-irrigated-agricultural-production/2017-18"", ""https://hackerspace.govhack.org/data_sets/1146"", ""https://www.abs.gov.au/statistics/industry/agriculture/water-use-australian-farms/2019-20""]","[""Managing Our Water Resources"", ""IoT insights for better regional agribusiness at scale"", ""Water information without borders"", ""The digital future of agriculture""]"
Lone-Will,StolenVehicles,https://gitlab.com/hammersmake/stolenvehicles-govhack2021,https://youtu.be/m71FoGH6lAw,"",2021-08-22 14:59:11 +1000,2021-08-22 14:59:11 +1000,stolenvehicles,1,"[""https://www.police.govt.nz/can-you-help-us/stolen-vehicles""]","[""Engaging with SmartView-Go: Encouraging interaction between citizens and their city""]"
Cool Cats,oh-well!,https://gitlab.com/abel465/govhack-2021,https://youtu.be/EGmEEAUAtRU,https://prod-5fqzvok2qq-de.a.run.app/#/,2021-08-22 14:58:40 +1000,2021-08-22 14:58:40 +1000,oh_well,3,"[""https://ccc.govt.nz/services/water-and-drainage/wateruse/water-zones"", ""https://www.ecan.govt.nz/data/well-search/"", ""https://catalogue.data.govt.nz/dataset/community-drinking-water-supply-points"", ""https://opendata.canterburymaps.govt.nz/datasets/water-quality-surface-water-sites/""]","[""Most creative use of open data""]"
Team 1495,Australasia Covid Updates | Project 1495,https://github.com/zach-sim/govhack21,https://youtu.be/UY0ZgelA3IY,https://guarded-ravine-21780.herokuapp.com/,2021-08-22 14:58:06 +1000,2021-08-22 14:58:06 +1000,australasia_covid_updates_project_1495,3,"[""https://discover.data.vic.gov.au/dataset/victorian-testing-site-locations-for-covid-19"", ""https://www.healthpoint.co.nz/covid-19-vaccination/?options=anyone"", ""https://data.nsw.gov.au/data/dataset/covid-19-clinics"", ""https://data.nsw.gov.au/data/dataset/covid-19-clinics"", ""https://www.healthpoint.co.nz/covid-19/?options=anyone"", ""https://github.com/minhealthnz/nz-covid-data"", ""https://crisper-graphc.hub.arcgis.com/pages/dashboards""]","[""Most creative use of open data"", ""Living in a post-pandemic world""]"
Team De-carboniser,De-carboniser,https://drive.google.com/drive/folders/1S7dThFBHetyY0cqVaqDNwoD1lzznwceG?usp=sharing,https://youtu.be/ZERtBipvfwY,"",2021-08-22 14:54:23 +1000,2021-08-22 14:54:23 +1000,de_carboniser,4,"[""http://nzdotstat.stats.govt.nz/wbos/Index.aspx?DataSetCode=TABLECODE7432#""]","[""Being More Sustainable: Travelling using the most sustainable route"", ""Hack for a Circular Economy""]"
Questionable Research Labs,Toi,https://github.com/Questionable-Research-Labs/Govhack-2021,https://www.youtube.com/watch?v=ciZy_tA8-SQ&ab_channel=InvalidStateException,https://toi.qrl.nz,2021-08-22 14:52:38 +1000,2021-08-22 14:52:38 +1000,toi,6,"[""https://github.com/minhealthnz/nz-covid-data""]","[""Most creative use of open data""]"
Mental Heath Way Point,Mental Heath Way Point,https://github.com/EdenFee/Mental-Health-Way-point-GovHack-2021/blob/main/README.md,https://govhackhq.slack.com/files/U02BBJEUYCW/F02CAUTTQBT/mental_health_waypoint.mp4?origin_team=T070GAE1Y&origin_channel=C02BQFDB093,https://dev.d37me77xm1k14c.amplifyapp.com/#,2021-08-22 14:51:14 +1000,2021-08-22 14:51:14 +1000,mental_heath_way_point,4,"[""https://www.health.govt.nz/publication/mental-health-and-addiction-service-use-2019-20-tables""]","["" Making Reaching Out Easier ""]"
Participation Badge,Net Zero Waka,https://github.com/consindo/govhack2021,https://www.youtube.com/watch?v=jz0nU0dnWl0,https://netzero.waka.app,2021-08-22 14:43:03 +1000,2021-08-22 14:43:04 +1000,net_zero_waka,3,"[""https://www.mbie.govt.nz/building-and-energy/energy-and-natural-resources/energy-statistics-and-modelling/energy-statistics/new-zealand-energy-sector-greenhouse-gas-emissions/"", ""https://ourworldindata.org/travel-carbon-footprint"", ""https://www.pricewatch.co.nz/pricewatch.aspx"", ""https://genless.govt.nz/assets/Everyone-Resources/electric-vehicle-running-cost-calculations.xlsx"", ""https://www.electricitymap.org/zone/NZ-NZN"", ""https://rightcar.govt.nz/"", ""https://www.mapbox.com/"", ""https://dev-portal.at.govt.nz/""]","[""Being More Sustainable: Travelling using the most sustainable route""]"
4Square,Lenny,https://github.com/CovidEngine/,https://www.youtube.com/watch?v=gwvO-Z0rL_E,https://lenny.cf,2021-08-22 14:40:32 +1000,2021-08-22 14:40:32 +1000,lenny,8,"[""https://www.mapbox.com"", ""https://exposure-events.tracing.covid19.govt.nz/current-exposure-events.json"", ""https://www.akahu.io"", ""https://data.crisper.net.au/table/covid_contact_locations"", ""https://github.com/minhealthnz/nz-covid-data""]","[""Health and wellbeing of autistic people during a pandemic"", ""Most creative use of open data"", ""Helping Business understand the value of an online presence"", ""Living in a post-pandemic world""]"
Hrdro Power,Hydro,https://github.com/KaedynCui/Hydro.git,https://youtu.be/5aq7OqrHd-M,"",2021-08-22 14:27:20 +1000,2021-08-22 14:27:20 +1000,hydro,3,"[""https://www.mbie.govt.nz/dmsdocument/5866-growing-innovative-industries-in-new-zealand-from-the-knowledge-wave-to-the-digital-age"", ""https://niwa.co.nz/news/niwa-calculates-1200-year-flood-for-parts-of-canterbury"", ""https://itbrief.co.nz/story/cx-firm-nice-acquires-gomoxie-to-bolster-omnichannel-capabilities"", ""https://niwa.co.nz/education-and-training/schools/resources/climate/minairtemp"", ""https://niwa.co.nz/education-and-training/schools/resources/climate/humidity"", ""https://niwa.co.nz/education-and-training/schools/resources/climate""]","[""Using AgTech to tackle climate change "", ""The future of industry in regional New Zealand "", ""Digital Future – New Zealand""]"
cheeseburgers,Liquid,"",https://www.canva.com/design/DAEnzZXGhsE/Aqd-tpMGkj7dWIhcVBw0ug/view?utm_content=DAEnzZXGhsE&utm_campaign=designshare&utm_medium=link&utm_source=shareyourdesignpanel#1,https://atlastechcomau-my.sharepoint.com/:f:/g/personal/james_mifsud_atlastech_com_au/EpeZodjynP5MuDlgHudQ0YYBVYLg14AKKD2TmlFGPmAipQ?e=CjseB9,2021-08-23 20:16:42 +1000,2021-08-23 20:16:43 +1000,liquid,6,"[""https://water-monitoring.information.qld.gov.au/"", ""https://data.gov.au/dataset/ds-dga-f6aeeae7-c1d3-4d92-8689-aa745b632d90/details?q=household%20water"", ""https://www.water.vic.gov.au/water-reporting/water-in-your-region"", ""http://www.bom.gov.au/waterdata/"", ""https://www.legislation.qld.gov.au/view/pdf/asmade/sl-2018-0117"", ""https://www.seqwater.com.au/seq-water-grid"", ""https://www.seqwater.com.au/water-quality-report"", ""https://www.sunwater.com.au/water-data/"", ""https://discover.data.vic.gov.au/dataset/groundwater-catchments-gc"", ""https://discover.data.vic.gov.au/dataset/catchment-management-authority-boundaries""]","[""The digital future of agriculture"", ""IoT insights for better regional agribusiness at scale"", ""Managing Our Water Resources"", ""The cost of water"", ""Water information without borders""]"
Team Sign Here,Sign Here,https://drive.google.com/drive/folders/1F9_OlFML-oBZ9T3y4ftGKQXGfUymviaw?usp=sharing,https://youtu.be/VQWr_f9IzRs,"",2021-08-22 16:30:47 +1000,2021-08-22 16:30:47 +1000,sign_here,2,"[""https://www.data.qld.gov.au/dataset/f3e0ca94-2d7b-44ee-abef-d6b06e9b0729/resource/e88943c0-5968-4972-a15f-38e120d72ec0/download/1_crash_locations.csv""]","[""Road Safety""]"
BAND IT,LEGACIES,"",https://youtu.be/q85xPUZpqMQ,"",2021-08-22 15:30:25 +1000,2021-08-22 15:30:25 +1000,legacies,3,"[""https://stillmed.olympics.com/media/Documents/International-Olympic-Committee/Annual-report/IOC-Annual-Report-2020.pdf?_ga=2.169574889.918765676.1629507556-1445081337.1629507556"", ""https://www.aph.gov.au/DocumentStore.ashx?id=49fe362f-dddf-471b-b873-0ece967130d0&subId=704070"", ""https://www.data.qld.gov.au/dataset/gold-coast-2018-commonwealth-games-competition-venues/resource/b5c9c872-b36d-4766-9524-b830f6916063""]","[""Brisbane Olympics""]"
BANDI-AID,ACDC-ER-AtoZ,"","","",2021-08-21 20:58:30 +1000,2021-08-21 20:58:30 +1000,acdc_er_atoz,3,"[""https://agedcare.royalcommission.gov.au/sites/default/files/2021-03/final-report-volume-1_0.pdf""]","[""Meeting the needs of vulnerable Australians during a global pandemic""]"
Super DESE,something.de,https://github.com/liqi6811/GovHack2021,https://www.youtube.com/watch?v=qWI2RgXlSZ4,"",2021-08-22 16:59:29 +1000,2021-08-22 16:59:29 +1000,something_de,5,"[""https://www.melbourne.vic.gov.au/sitecollectiondocuments/water-use-household-calculator.pdf"", ""https://www.water.vic.gov.au/water-industry-and-customers/know-your-water-corporation/water-corporation-characteristics-data"", ""https://www.abs.gov.au/statistics/industry/building-and-construction/building-approvals-australia/latest-release#data-download"", ""https://stat.data.abs.gov.au/Index.aspx?DataSetCode=ABS_CENSUS2011_B30"", ""https://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/2033.0.55.0012016?OpenDocument"", ""https://services.land.vic.gov.au/SpatialDatamart/index.jsp"", ""https://www.melbournewater.com.au/about/customer-service/water-retail-companies""]","[""The cost of water""]"
Scions of the Seventh Dawn,Skill Explorer,https://github.com/LungLung123/Skill-Explorer,https://youtu.be/IO7JoD78dl0,"",2021-08-22 16:59:16 +1000,2021-08-22 16:59:16 +1000,skill_explorer,3,"[""https://www.nationalskillscommission.gov.au/our-work/australian-skills-classification#clusters"", ""https://www.abs.gov.au/statistics/labour/employment-and-unemployment/job-vacancies-australia/latest-release#industry"", ""https://economy.id.com.au/moreton-bay/employment-by-industry"", ""https://www.nationalskillscommission.gov.au/sites/default/files/2021-07/Australian%20Skills%20Classification%2012-03-2021.xlsx""]","[""Exploring the National Skills Commission’s Australian Skills Classification"", ""Reimagining Digital Government Services"", ""Youth education and employment"", ""Jobs and Growth for Moreton Bay (QLD)"", ""Emerging population trends and post-pandemic planning""]"
The Blockchain Hackers,GriffinCoin,https://github.com/CraftyDH/Govhack2021,https://drive.google.com/file/d/1fSiytxU1gKXEHzCw8L_G7jyV0ZHFMOv6/view?usp=sharing,https://griffincoin.herokuapp.com/,2021-08-22 16:59:07 +1000,2021-08-22 16:59:07 +1000,griffincoin,5,"[""https://data.csiro.au/collections/collection/CIcsiro:46394""]","[""Our financial future""]"
DI/CER Dream Team,"Charging ahead: Houston, we have a solution!",https://cloudstor.aarnet.edu.au/plus/s/sfCzOUn8oUWfdxs,https://www.youtube.com/watch?v=OlahXZwhW-I,https://cloudstor.aarnet.edu.au/plus/apps/onlyoffice/s/sfCzOUn8oUWfdxs?fileId=5782661368,2021-08-22 16:58:14 +1000,2021-08-22 16:58:14 +1000,charging_ahead_houston_we_have_a_solution,6,"[""https://electricvehiclecouncil.com.au/wp-content/uploads/2018/11/The-state-of-electric-vehicles-in-Australia-2018_compressed.pdf"", ""https://www.data.act.gov.au/Transport/ACTQP-HTS-Average-Trip-Distance-Categorised-by-Tra/9i94-epwn"", ""https://www.data.act.gov.au/Transport/ACTQP-HTS-Distance-Travelled-Categorised-by-Method/xhd3-fbj9"", ""https://phev.ucdavis.edu/wp-content/uploads/2017/09/purchase-incentives-literature-review.pdf"", ""https://www.abs.gov.au/statistics/industry/tourism-and-transport/motor-vehicle-census-australia/latest-release#states-and-territories"", ""https://www.abs.gov.au/statistics/people/population/population-projections-australia/latest-release#australian-capital-territory"", ""https://www.data.act.gov.au/Transport/Vehicle-registrations-by-motive-power/x4hp-vihn""]","[""The Electric Vehicle Future"", ""The future of transport""]"
Unlockable,Unlockable,https://drive.google.com/drive/folders/16SG6bWP6OnAsJ5qxNjnLXuTcny_ClRMt?usp=sharing,https://vimeo.com/590481891,https://www.figma.com/proto/9oKHqvkv8W3dJ8aj6HEI3M/GOV-Hack-prototype?node-id=24%3A236&scaling=scale-down&page-id=0%3A1&starting-point-node-id=2%3A4&show-proto-sidebar=1,2021-08-22 16:56:42 +1000,2021-08-22 16:56:42 +1000,unlockable,5,"[""https://www.greater.sydney/thought-leadership/womens-safety-charter"", ""https://www.planningportal.nsw.gov.au/opendata/dataset/greater-sydney-region-urban-vegetation-cover-to-modified-mesh-block"", ""https://www.planningportal.nsw.gov.au/opendata/dataset/epi-terrestrial-biodiversity"", ""https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0006/348027/Public-Spaces-Streets-as-Shared-Spaces-Engagement-Report.pdf"", ""https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#evaluation-tool-for-public-space-and-public-life"", ""https://www.dpie.nsw.gov.au/premiers-priorities/great-public-spaces/festival-of-place/great-public-spaces-toolkit#great-public-spaces-guide"", ""https://www.ausgrid.com.au/In-your-community/Our-services/Streetlights#!/map"", ""https://toiletmap.gov.au/"", ""https://www.olg.nsw.gov.au/public/about-councils/comparative-council-information/your-council-report/"", ""https://opendata.transport.nsw.gov.au/dataset/car-park-api""]","[""BETTER Public Spaces"", ""ACTIVATED Public Spaces"", ""MORE Public Spaces ""]"
DI/CER Dream Team,From small things better things grow,https://cloudstor.aarnet.edu.au/plus/s/wn2JoKu0IyBo545,https://youtu.be/qQqPUOBJtMI,https://www.figma.com/file/dS3gqHj0XMGSjSVYq8Zmwi/SEED?node-id=102%3A1908,2021-08-22 16:56:33 +1000,2021-08-22 16:56:33 +1000,from_small_things_better_things_grow,6,"[""https://www.agriculture.gov.au/abares/products/insights/snapshot-of-australias-agricultural-workforce "", ""https://www.industry.gov.au/sites/default/files/2020-03/youth-in-stem-research-2020-summary-results.pdf"", ""https://www.industry.gov.au/data-and-publications/stem-equity-monitor/occupation-and-industry-outcomes-for-graduates-of-stem-and-other-fields#graduate-occupation-and-industry-outcomes""]","[""Youth education and employment"", ""IoT insights for better regional agribusiness at scale"", ""The digital future of agriculture""]"
DeCoder,Digital Transport,https://github.com/simongonzalez/digital_transport_GOVHACK2021/blob/main/README.md,https://www.youtube.com/watch?v=CfK6GcTBpBs&ab_channel=Sim%C3%B3nGonz%C3%A1lez,https://phoneapps.shinyapps.io/digital_transport_govhack2021/,2021-08-22 16:53:37 +1000,2021-08-22 16:53:37 +1000,digital_transport,1,"[""https://www.data.act.gov.au/Transport/Vehicle-registrations-by-motive-power/x4hp-vihn"", ""https://www.data.act.gov.au/Transport/Daily-Public-Transport-Passenger-Journeys-by-Servi/nkxy-abdj"", ""https://www.data.act.gov.au/Transport/Canberra-Metro-Light-Rail-Transit-Feed-Trip-Update/jxpp-4iiz"", ""https://www.data.act.gov.au/dataset/All-Wellbeing-Measures/b5kg-deh8""]","[""The Electric Vehicle Future"", ""The future of transport"", ""Wellbeing in the ACT"", ""Living in a post-pandemic world"", ""Health and wellbeing of autistic people during a pandemic""]"
Team DTC4Life,roBUSt,https://drive.google.com/drive/folders/1fi1PGiwFcN0A1qk2-9Q_9LxF-BfZ-A1a?usp=sharing,https://drive.google.com/drive/folders/1KAMj3nUlX7CcHvOiw_Q16JRXMIWM2H7p?usp=sharing,https://www.figma.com/proto/6BoYRi8TbWVITU6W2XiDH3/DTC4Life?node-id=90%3A561&scaling=scale-down&page-id=2%3A2&starting-point-node-id=90%3A561,2021-08-22 16:53:33 +1000,2021-08-22 16:53:33 +1000,robust,6,"[""https://discover.data.vic.gov.au/dataset/bluetooth-sites"", ""https://ourworldindata.org/coronavirus"", ""https://www.data.act.gov.au/Transport/Daily-Public-Transport-Passenger-Journeys-by-Servi/nkxy-abdj""]","[""Living in a post-pandemic world"", ""Reimagining Digital Government Services"", ""The future of transport"", ""Transport - Transitioning to COVID-Normal""]"
Ken Behrens Collective,Support Access Portal,https://github.com/Hjacer/Govhack2021_Ken_Behrens_Collective/tree/main,https://youtu.be/zEKOvLKFmUo,https://kb-collective-2021.invisionapp.com/console/share/6X2ZJFCPTG/753833985,2021-08-22 16:45:02 +1000,2021-08-22 16:45:02 +1000,support_access_portal,4,"[""https://github.com/owid/covid-19-data/blob/master/public/data/vaccinations/country_data/Australia.csv"", ""https://www.data.act.gov.au/dataset/All-Wellbeing-Measures/b5kg-deh8"", ""https://data.ndis.gov.au/data-downloads""]","[""Wellbeing in the ACT"", ""Meeting the needs of vulnerable Australians during a global pandemic"", ""Health and wellbeing of autistic people during a pandemic"", ""Living in a post-pandemic world"", ""Create a solution to a customer need using the ABS Data API""]"
Team BC,CIRCLES,https://drive.google.com/drive/folders/1Dzyq9qgefx1DHDS7mcsIFqAgJThL31aS?usp=sharing,https://drive.google.com/file/d/1g4fMZDHAmUCLThRCilQOouZ67LEdNGP7/view?usp=sharing,https://drive.google.com/drive/folders/1Dzyq9qgefx1DHDS7mcsIFqAgJThL31aS?usp=sharing,2021-08-22 16:42:51 +1000,2021-08-22 16:42:51 +1000,circles,1,"[""https://portal.spatial.nsw.gov.au/portal/apps/sites/#/home/pages/nsw-data-themes"", ""https://www.data.act.gov.au/People-and-Society/ACT-Population-Projections-by-District-2015-2041-/e72a-8ng2"", ""https://app.actmapi.act.gov.au/actmapi/index.html?viewer=basic"", ""https://data.gov.au/dataset/ds-actmapi-https%3A%2F%2Factmapi-actgov.opendata.arcgis.com%2Fdatasets%2Fc37801f5fb7c4c7fb689a3cf7fa1728b_45/details?q=urban%20park""]","[""Wellbeing in the ACT"", ""BETTER Public Spaces"", ""The digital future of agriculture"", ""Hack for a Circular Economy"", ""ACTIVATED Public Spaces""]"
